Id,predicted
0,5.714081911
1,5.532227478
2,5.595329626
3,5.798566205
4,5.097712643
5,6.132377482
6,5.25993422
7,5.992760509
8,6.185234428
9,5.817075427
10,5.841996045
11,6.157440884
12,5.943206906
13,6.04490147
14,5.892980838
15,5.325655641
16,6.056972456
17,5.5808861
18,5.584888746
19,5.072641104
20,5.520577144
21,5.618252381
22,5.788834393
23,5.522386247
24,5.738141303
25,5.889776759
26,4.336797869
27,5.530812581
28,5.77809857
29,5.603987851
30,5.478823779
31,6.312691306
32,5.567337165
33,5.436218952
34,5.057108529
35,5.824490834
36,6.563824544
37,5.220333725
38,5.295186691
39,6.364743159
40,6.286060848
41,5.989814769
42,5.705102297
43,5.429674536
44,5.975254907
45,5.885611799
46,5.348305214
47,5.433725389
48,6.372559688
49,5.456106468
50,4.90142445
51,5.510683018
52,5.14836729
53,5.343046746
54,5.731070055
55,5.463306666
56,5.374485333
57,5.770610347
58,5.6773588
59,5.767715663
60,5.3251042
61,5.533211567
62,5.45163965
63,4.866239718
64,5.29569969
65,5.429674536
66,5.206479465
67,5.540348715
68,6.161075772
69,5.995795357
70,5.048986902
71,5.04907518
72,6.455085179
73,5.36003489
74,5.575574738
75,5.105646127
76,5.780850081
77,5.478170844
78,5.564275479
79,5.471875393
80,5.519871315
81,5.992554675
82,5.791806581
83,6.084292062
84,5.896135261
85,6.255758899
86,5.662444184
87,6.078857837
88,6.188627659
89,6.023536006
90,6.037333514
91,5.771660335
92,5.296995794
93,6.183021354
94,5.581002046
95,6.107735123
96,4.889782042
97,6.064987512
98,6.054043398
99,5.545829308
100,5.537439578
101,5.629113914
102,5.170153407
103,5.383603663
104,5.571402861
105,5.173662584
106,5.340720576
107,5.718220423
108,5.19880349
109,4.989972211
110,6.277525485
111,5.836111481
112,5.565289255
113,5.352612567
114,5.256947189
115,6.171550017
116,7.28836611
117,6.289192111
118,5.746749482
119,5.545955019
120,5.996547555
121,5.133466509
122,6.021415279
123,5.569030322
124,7.327720489
125,5.852920629
126,5.473316738
127,5.70398418
128,5.343046746
129,5.333084882
130,5.550381556
131,6.090379221
132,5.485649302
133,5.587744988
134,5.8276587
135,5.369044191
136,5.318910469
137,5.660052115
138,5.828805103
139,6.018899956
140,5.350304917
141,5.66937304
142,6.151476587
143,5.271579477
144,5.941497067
145,5.638481207
146,5.426440771
147,5.480543383
148,5.833596549
149,5.736282154
150,5.961921571
151,5.634773503
152,5.566657783
153,5.759688612
154,6.400147788
155,5.912447701
156,5.999360668
157,5.201596681
158,4.942312521
159,5.520267978
160,5.649038033
161,5.438518675
162,6.054043398
163,5.265540525
164,6.23617609
165,5.327333955
166,4.818553581
167,5.518741594
168,6.160313809
169,6.175062042
170,6.035382018
171,5.276324554
172,5.508668472
173,6.266100516
174,5.539112814
175,4.294961321
176,6.218956055
177,5.767485611
178,5.502597994
179,5.680529514
180,5.246816094
181,5.351376665
182,6.064987512
183,5.545444868
184,5.504576328
185,5.780397903
186,6.041408975
187,5.854710201
188,5.667573702
189,5.509072442
190,5.66937304
191,5.399667529
192,5.36605716
193,5.72612645
194,6.666397016
195,5.779000078
196,5.396639208
197,5.882192121
198,5.453250225
199,4.982482149
200,5.119862449
201,6.364474665
202,5.706722638
203,5.466162908
204,5.69170591
205,5.96845907
206,5.7975093
207,5.696755695
208,5.77602789
209,6.460383928
210,5.896993639
211,5.0415186
212,5.719857446
213,5.672043369
214,5.659306834
215,5.271710265
216,5.673375685
217,5.860091141
218,5.377603153
219,5.841996045
220,6.668974999
221,5.847897292
222,5.314564056
223,5.254001449
224,5.415403937
225,5.520991271
226,4.945226736
227,5.578467193
228,6.024798354
229,5.301591171
230,5.236632332
231,5.261080623
232,6.102155266
233,5.252894725
234,6.128186075
235,6.590249558
236,5.998651599
237,5.541379172
238,5.326286816
239,5.954910135
240,5.200178935
241,5.588291742
242,5.835369049
243,5.936391148
244,5.05830314
245,5.616532776
246,5.019185356
247,4.368246238
248,5.556664394
249,5.683132106
250,5.473889939
251,5.36003489
252,5.631575951
253,5.728114549
254,5.414942986
255,5.656765064
256,5.769662471
257,6.042349934
258,5.479585742
259,5.147215809
260,6.006703259
261,5.289921697
262,6.632602963
263,5.528440042
264,6.198627965
265,5.811415837
266,5.643487472
267,5.783837502
268,6.212590636
269,6.074156279
270,6.058208358
271,5.661208283
272,5.234122315
273,6.076949471
274,5.518267656
275,5.894137397
276,5.317725005
277,5.60492881
278,5.033549522
279,5.538987103
280,5.679303378
281,5.203296755
282,5.681811784
283,5.40011502
284,5.554765793
285,5.782001952
286,5.5216971
287,4.933061564
288,5.232273305
289,5.321253713
290,5.696755695
291,5.897351241
292,5.486792857
293,5.798933963
294,5.568232147
295,5.11001876
296,6.07972598
297,5.728588487
298,5.011835457
299,5.648034023
300,5.837903902
301,4.508910724
302,5.902096319
303,4.756683884
304,5.693399068
305,5.769662471
306,6.119160092
307,5.366925304
308,5.606442971
309,5.781037003
310,5.878600363
311,6.106900344
312,6.079563666
313,5.423495031
314,6.006792757
315,6.154879584
316,5.622629701
317,5.020290842
318,4.998998194
319,5.648034023
320,6.444436007
321,5.321253713
322,5.349845822
323,5.719492537
324,5.777462318
325,6.150267134
326,5.203681195
327,5.599627213
328,5.509725377
329,5.128571112
330,5.404028167
331,5.683132106
332,6.057008669
333,5.417020583
334,5.376882481
335,5.643163234
336,5.834295462
337,5.440900979
338,5.377603153
339,5.965977502
340,5.307642118
341,5.274999155
342,6.145754338
343,5.5717035
344,5.397099312
345,5.648017341
346,5.647550319
347,5.159184311
348,5.907487414
349,5.963594807
350,5.919611686
351,4.620841344
352,5.896400516
353,5.987678808
354,6.082006172
355,5.824139758
356,5.812983283
357,5.185554574
358,6.212975076
359,5.282545351
360,6.210234779
361,5.186816923
362,5.411155549
363,5.902096319
364,5.749228201
365,5.632874903
366,5.758254184
367,5.11001876
368,6.023993262
369,6.276524714
370,5.69952244
371,5.6773588
372,5.758595494
373,5.607927446
374,5.904140551
375,5.39687149
376,5.563791776
377,5.822802754
378,6.111256522
379,5.399667529
380,5.450205222
381,5.19880349
382,6.018890191
383,5.543347741
384,5.68203391
385,5.380253952
386,5.582344127
387,6.611730968
388,5.333000462
389,6.116419795
390,5.3763701
391,5.45247158
392,6.037333514
393,5.617553468
394,4.978416453
395,5.802048934
396,5.940619158
397,6.128007079
398,6.212832292
399,5.455417321
400,5.474542874
401,6.377503293
402,5.456974611
403,5.507253574
404,5.432915219
405,6.253376595
406,5.413220159
407,5.188647786
408,6.400147788
409,5.645714769
410,5.203942773
411,5.427964697
412,5.421107648
413,5.669089702
414,5.279122824
415,4.990281996
416,6.090379221
417,6.38073421
418,5.448069652
419,6.128398436
420,6.071415591
421,6.213548278
422,5.725098841
423,6.036753395
424,5.802926843
425,5.964751366
426,6.100263582
427,6.35231418
428,6.304407756
429,5.301114384
430,4.590107594
431,5.301114384
432,4.971289071
433,5.546770268
434,5.305238053
435,5.286187155
436,6.281600947
437,5.9844066
438,5.303154158
439,5.189182545
440,5.523012734
441,5.002638159
442,5.541379172
443,5.387492201
444,5.958240315
445,5.562807687
446,6.18053287
447,6.122294594
448,4.872850651
449,5.841531872
450,6.195370601
451,5.304239121
452,5.702047527
453,5.875986167
454,5.386334194
455,5.115840273
456,5.562612009
457,5.880683038
458,5.474415389
459,5.773171648
460,5.568914377
461,5.984486333
462,5.64334223
463,5.271710265
464,5.934980938
465,6.301229734
466,5.223910022
467,5.418677137
468,5.528493328
469,5.798072736
470,5.724496344
471,5.490815033
472,5.15549936
473,5.572744943
474,6.286445288
475,5.013688454
476,5.698555033
477,5.528440042
478,5.502876254
479,5.845909193
